"AlioshaPopovich"	"Anecdote1"	"Anecdote2"	"Anecdote3"	"Anecdote4"	"Anekdot1"	"ArmlessMaiden"	"ArrantFool"	"BabaJagaBraveYouth"	"BabaJaga_"	"BabaJaga"	"BadWife"	"BaldakBorisevich"	"Barter"	"BearAndCock"	"BearDogCat"	"BeastsPit"	"BeggarsPlan"	"Berenushka"	"BladderStrawShoe"	"BoldKnightApplesLife"	"BraveLaborer"	"BukhtanBukhtanovich"	"CastleOfTheFly"	"CatCockFox"	"CheaterCheated"	"CleverAnswers"	"CockHandMill"	"CraneHeron"	"CrossPledgedSecurity"	"CrystalMountain"	"DaniloLuckless"	"DaughterStepdaughter"	"DawnEveningMidnight"	"Daydreamer"	"DeadBody"	"DeathClock"	"DeathMiser"	"DevilPotter"	"DividingGoose"	"DogWoodpecker"	"ElenaWise"	"EmelyaSimpleton"	"EnchantedPrincess"	"EnchantedRing"	"FatherNicholasThief"	"FeatherFinestBrightFalcon"	"FiddlerInHell"	"FirebirdPrincessVasilisa"	"FomaBerennikov"	"FomaErema"	"FoolishGerman"	"FoolishWolf"	"FootlessChampion"	"FoxConfessor"	"FoxLobster"	"FoxMidwife"	"FoxMourner"	"FoxPhysician"	"FoxWoodcock"	"FoxWoodpecker"	"FrogPrincess"	"FrolkaStayAtHome"	"GoatComesBack"	"GoatSheddingOneSide"	"GoINotWhither"	"GoldenBristledPig"	"GoldenSlipper"	"Goldfish"	"GoodAdvice"	"GrumblingOldWoman"	"HenCock"	"Horns"	"HowAHusbandWeanedHisWife"	"HusbandWife"	"IfYouDontLikeItDontListen"	"IlyaMurometsDragon"	"IndiscreetWife"	"IvanCowsSon"	"IvanFirebirdGrayWolf"	"IvankoBearsSon"	"IvanPeasantsSon"	"IvanSImpleton"	"IvanushkoLittleFool"	"JackFrost"	"Jester"	"JustReward"	"KingBear"	"KnowNot"	"KoshchejBesmertnyj"	"LazyMaiden"	"LittleSisterFoxWolf"	"Lutonjushka"	"MagicBox"	"MagicShirt"	"MagicSwanGeese"	"Magic"	"MaidenTsar"	"ManWhoDidNotKnowFear"	"MarcoRichVasilijLuckless"	"MariaMorevna"	"MarvelousMarvel"	"Mayoress"	"MerchantsDaughterMaidservant"	"MerchantsDaughterSlanderer"	"MilkWildBeasts"	"MiraculousPipe"	"Miser"	"Misery"	"NikitaTanner"	"NoblemanPeasant"	"Nodey"	"OldFavorsSoonForgotten"	"OldWomanRanAway"	"OneEyedEvil"	"PeasantBearFox"	"PeasantCorpse"	"PikeLongTeeth"	"PoorWretch"	"Potter"	"PreciousHide"	"PriestsLaborer"	"PrinceDanilaGovorila"	"PrinceIvanBelyjPoljanin"	"PrinceIvanPrincessMartha"	"PrincessSolveRiddles"	"QuarrelsomeDemjan"	"RamCatTwelveWolves"	"RamWhoLostHalfHisSkin"	"RavenLobster"	"Riddles"	"RightWrong"	"Robbers"	"Salt"	"SeaKingVasilisaWise"	"SecretBall"	"SelfPlayingGusla"	"SheepFoxWolf"	"ShemjakaJudge"	"SingingTreeTalkingBird"	"SisterAljonushkaBrotherIvanushka"	"SnottyGoat"	"SnowWhiteFox"	"SoldierAndKing"	"SoldiersRiddle"	"Sorcoress"	"SpeedyMessenger"	"Spider"	"StubbornWife"	"SunMoonRaven"	"TamingOfTheShrew"	"Tereshichka"	"ThreeKingdomsCopperSilverGolden"	"ThreeKingdoms"	"ThreePennies"	"Treasure-Trove"	"TwoIvans"	"TwoKindsLuck"	"TwoOutOfTheSack"	"TwoRivers"	"VasilisaBeautiful"	"VasilisaPriestsDaughter"	"WhiteDuck"	"WickedSisters"	"WiseLittleGirl"	"WiseMaidenSevenRobbers"	"WiseWife"	"WolfGoat"	"Wolf"	"WomansWay"
"where shall"	0	0	0	0	0	0	0	0	0	0	0	0.132100396301189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100150225338007	0	0	0	0	0	0	0	0.168776371308017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125628140703518	0.383141762452107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111482720178372	0.177462289263531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200803212851406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.826446280991736
"while i"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180831826401447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0249128051818635	0.0483558994197292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132978723404255	0	0	0	0	0	0	0	0	0	0	0.017343045438779	0	0	0	0	0	0	0	0	0	0	0	0	0.0686813186813187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164473684210526	0	0	0	0.111482720178372	0	0	0	0.0761324704986677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0213949507916132	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0316555872111428	0	0	0
"whole kingdom"	0	0	0	0	0	0	0	0	0	0	0	0	0.040290088638195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049825610363727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031675641431739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0463606861381548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157294534014943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0427715996578272	0	0	0	0	0	0	0	0	0	0	0	0	0
"wife had"	0	0	0	0	0	0	0	0	0	0.153374233128834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132978723404255	0	0.212539851222104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0463606861381548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0713775874375446	0	0	0	0	0	0	0	0	0.260416666666667	0	0	0	0	0	0	0.0887311446317657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12911555842479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0428816466552316	0	0	0	0	0.699300699300699	0
"will tell"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0350754121360926	0	0	0	0	0	0.206611570247934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0389863547758285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0463606861381548	0	0	0	0	0	0	0	0.428571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2460024600246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0255950857435372	0	0	0	0	0.0370507595405706	0.0316555872111428	0	0	0
"with an"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.309597523219814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0500751126690035	0	0	0	0	0	0	0.0658761528326746	0	0	0	0.0778816199376947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0593119810201661	0	0	0	0	0	0	0	0	0	0	0.0518403317781234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0380662352493338	0	0.1230012300123	0	0	0.137551581843191	0	0	0	0.0593471810089021	0.0607533414337789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0213857998289136	0	0	0	0	0	0	0	0	0	0	0	0	0
"with great"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0249128051818635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0711743772241993	0	0	0.0158378207158695	0	0	0	0	0	0	0	0	0	0	0.0830909846281678	0	0	0.0421585160202361	0	0	0	0	0	0	0	0.0463606861381548	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125628140703518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116144018583043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0213949507916132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148588410104012	0	0
"woods the"	0	0	0	0	0	0	0.0488519785051295	0	0	0	0	0	0	0	1.23839009287926	0	0	0	0	0	0.0350754121360926	0	0	0	0.126103404791929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106496272630458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04995004995005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0393236335037357	0	0	0.0934579439252336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0255950857435372	0	0	0	0	0	0	0	0	0
"would you"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111731843575419	0	0	0	0	0.148367952522255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204918032786885	0.0158378207158695	0.087719298245614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035498757543486	0	0	0	0	0	0.121753246753247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"you as"	0	0	0	0	0	0	0	0	0	0	0	0	0.040290088638195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0389863547758285	0	0	0	0	0	0.0778816199376947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0415454923140839	0	0	0.021079258010118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125628140703518	0	0	0	0	0	0	0	0	0	0.0650195058517555	0	0	0	0	0	0	0	0	0	0	0	0.0380662352493338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035498757543486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0949667616334283	0	0	0
"you here"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031675641431739	0	0	0	0	0	0	0	0	0	0	0.0415454923140839	0	0	0	0	0	0	0	0	0	0	0.139082058414465	0	0.0296296296296296	0	0	0	0	0	0	0	0.118623962040332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0380662352493338	0	0	0	0	0	0	0	0	0	0	0.0277008310249307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0213949507916132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"you ll"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153846153846154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049825610363727	0	0	0	0	0	0	0.29585798816568	0	0	0	0	0	0	0	0	0.218818380743982	0	0	0	0	0	0	0.0219298245614035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0480076812289966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118694362017804	0.0607533414337789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106951871657754	0	0	0.0255950857435372	0	0	0	0	0	0	0	0	0
"you she"	0	0	0	0	0	0	0	0	0	0	0	0.264200792602378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0488519785051295	0.136239782016349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0658761528326746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0415454923140839	0	0	0	0	0	0	0	0	0	0	0	0	0.0296296296296296	0	0.0686813186813187	0	0	0	0	0	0.118623962040332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0213949507916132	0	0	0	0.0213857998289136	0	0	0	0	0	0	0	0	0	0	0	0	0
"a ball"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0587716720540699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0389863547758285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110497237569061	0	0	0	0.0158378207158695	0	0	0	0	0	0	0	0	0	0	0	0	0.017343045438779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0650195058517555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0213949507916132	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0633111744222855	0	0	0
"a bush"	0	0	0	0	0	0	0.0488519785051295	0	0	0	0	0	0	0	0	0	0	0	0.0791139240506329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.591715976331361	0	0	0	0	0	0.240096038415366	0.0500751126690035	0	0	0	0	0	0	0	0	0	0	0.0778816199376947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021079258010118	0.0823723228995058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106951871657754	0	0	0	0	0.0868809730668983	0	0	0	0	0	0	0
"a cart"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153846153846154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0823723228995058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0518403317781234	0	0	0.0650195058517555	0	0	0	0.164473684210526	0.181159420289855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0593471810089021	0	0	0	0	0	0	0	0	0	0	0	0.23696682464455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.256849315068493	0	0	0	0	0
"a cat"	0	0	0	0	0	0	0	0	0.0967117988394584	0	0.093984962406015	0	0	0	0	0.0978473581213307	0	0	0	0	0	0	0	0	0.126103404791929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0967117988394584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0405350628293474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.186915887850467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14367816091954	0	0	0	0	0	0	0	0	0	0	0	0.0316555872111428	0	0	0
"a coffin"	0	0	0	0	0	0	0	0.175131348511384	0	0	0	0	0	0	0	0	0	0	0	0.0881575080811049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0480076812289966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110680686220255	0	0	0	0.328407224958949	0	0	0	0	0	0	0	0	0.181159420289855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13869625520111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a cup"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0977039570102589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110497237569061	0	0	0	0	0	0	0	0	0	0	0	0	0.206185567010309	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086711467591589	0.0296296296296296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0213949507916132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a dog"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120048019207683	0	0	0	0	0	0	0	0	0	0	0	0.0778816199376947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0463606861381548	0	0.0592592592592593	0	0	0	0	0	0	0.1998001998002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200803212851406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0316555872111428	0	0	0
"a doodle"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.504413619167718	0	0	0.445103857566766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.374181478016838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"again to"	0	0	0	0	0	0	0	0.525394045534151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0415454923140839	0	0	0	0	0	0	0	0	0	0	0	0.0216778668978972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0553403431101273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0393236335037357	0	0	0	0	0	0	0.0459770114942529	0	0	0	0	0	0	0	0	0.035498757543486	0	0	0	0	0	0	0	0	0	0	0.102774922918808	0	0	0	0	0	0	0.0836120401337793	0	0	0	0	0	0	0	0	0	0	0
"a gay"	0	0	0	0	0	0	0	0.175131348511384	0	0	0	0	0.040290088638195	0	0	0	0	0	0.0791139240506329	0	0.0350754121360926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0500751126690035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0480076812289966	0	0	0.0216778668978972	0	0	0	0	0	0	0	0	0	0	0.0356252226576416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1230012300123	0	0	0	0	0	0	0	0.0607533414337789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0370507595405706	0	0	0	0
"a gray"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0977039570102589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04995004995005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277008310249307	0	0.116144018583043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0427715996578272	0	0	0	0	0.36697247706422	0	0	0	0	0	0	0	0
"all three"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110497237569061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0346860908775581	0.021079258010118	0	0.0405350628293474	0.08058017727639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0284819139846198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0213949507916132	0	0.14367816091954	0	0	0	0	0	0.0255950857435372	0	0	0	0	0	0	0	0	0
"and beheld"	0.153256704980843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0158378207158695	0	0	0	0.106269925611052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0433557337957945	0	0	0	0	0	0	0	0	0	0	0.0356252226576416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0641848523748395	0	0	0	0	0	0	0	0	0	0	0.0428816466552316	0	0	0	0	0	0
"and decided"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029385836027035	0	0	0	0	0	0	0	0	0.290697674418605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0639795265515035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021079258010118	0	0	0.08058017727639	0	0	0	0	0	0	0.0296296296296296	0	0	0	0	0	0	0	0	0	0.0356252226576416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277008310249307	0	0.116144018583043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0213949507916132	0	0	0	0	0	0.0836120401337793	0	0	0	0	0	0	0	0	0	0	0
"and dropped"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.338409475465313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0480076812289966	0	0	0	0	0	0.0686813186813187	0	0	0	0	0	0.0593119810201661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.819672131147541	0	0	0	0	0	0	0	0	0	0.193673337637185	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0648929266709929	0	0	0	0	0	0	0	0	0	0.0428816466552316	0	0	0	0	0	0
"and say"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029385836027035	0	0	0	0	0	0	0	0	0	0	0	0.0488519785051295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031675641431739	0	0	0.125786163522013	0	0	0	0	0	0	0	0	0	0.017343045438779	0	0	0	0	0	0.225479143179256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0713775874375446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0213857998289136	0	0	0	0	0	0	0	0	0	0	0	0	0
"and showed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0488519785051295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0405350628293474	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140646976090014	0	0	0	0	0	0	0	0	0.0380662352493338	0	0	0	0	0	0	0.208768267223382	0	0	0	0	0	0	0	0.113507377979569	0.0645577792123951	0	0	0	0.0630517023959647	0	0	0.0405844155844156	0	0.775193798449612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
