"AlioshaPopovich"	"Anecdote1"	"Anecdote2"	"Anecdote3"	"Anecdote4"	"Anekdot1"	"ArmlessMaiden"	"ArrantFool"	"BabaJagaBraveYouth"	"BabaJaga_"	"BabaJaga"	"BadWife"	"BaldakBorisevich"	"Barter"	"BearAndCock"	"BearDogCat"	"BeastsPit"	"BeggarsPlan"	"Berenushka"	"BladderStrawShoe"	"BoldKnightApplesLife"	"BraveLaborer"	"BukhtanBukhtanovich"	"CastleOfTheFly"	"CatCockFox"	"CheaterCheated"	"CleverAnswers"	"CockHandMill"	"CraneHeron"	"CrossPledgedSecurity"	"CrystalMountain"	"DaniloLuckless"	"DaughterStepdaughter"	"DawnEveningMidnight"	"Daydreamer"	"DeadBody"	"DeathClock"	"DeathMiser"	"DevilPotter"	"DividingGoose"	"DogWoodpecker"	"ElenaWise"	"EmelyaSimpleton"	"EnchantedPrincess"	"EnchantedRing"	"FatherNicholasThief"	"FeatherFinestBrightFalcon"	"FiddlerInHell"	"FirebirdPrincessVasilisa"	"FomaBerennikov"	"FomaErema"	"FoolishGerman"	"FoolishWolf"	"FootlessChampion"	"FoxConfessor"	"FoxLobster"	"FoxMidwife"	"FoxMourner"	"FoxPhysician"	"FoxWoodcock"	"FoxWoodpecker"	"FrogPrincess"	"FrolkaStayAtHome"	"GoatComesBack"	"GoatSheddingOneSide"	"GoINotWhither"	"GoldenBristledPig"	"GoldenSlipper"	"Goldfish"	"GoodAdvice"	"GrumblingOldWoman"	"HenCock"	"Horns"	"HowAHusbandWeanedHisWife"	"HusbandWife"	"IfYouDontLikeItDontListen"	"IlyaMurometsDragon"	"IndiscreetWife"	"IvanCowsSon"	"IvanFirebirdGrayWolf"	"IvankoBearsSon"	"IvanPeasantsSon"	"IvanSImpleton"	"IvanushkoLittleFool"	"JackFrost"	"Jester"	"JustReward"	"KingBear"	"KnowNot"	"KoshchejBesmertnyj"	"LazyMaiden"	"LittleSisterFoxWolf"	"Lutonjushka"	"MagicBox"	"MagicShirt"	"MagicSwanGeese"	"Magic"	"MaidenTsar"	"ManWhoDidNotKnowFear"	"MarcoRichVasilijLuckless"	"MariaMorevna"	"MarvelousMarvel"	"Mayoress"	"MerchantsDaughterMaidservant"	"MerchantsDaughterSlanderer"	"MilkWildBeasts"	"MiraculousPipe"	"Miser"	"Misery"	"NikitaTanner"	"NoblemanPeasant"	"Nodey"	"OldFavorsSoonForgotten"	"OldWomanRanAway"	"OneEyedEvil"	"PeasantBearFox"	"PeasantCorpse"	"PikeLongTeeth"	"PoorWretch"	"Potter"	"PreciousHide"	"PriestsLaborer"	"PrinceDanilaGovorila"	"PrinceIvanBelyjPoljanin"	"PrinceIvanPrincessMartha"	"PrincessSolveRiddles"	"QuarrelsomeDemjan"	"RamCatTwelveWolves"	"RamWhoLostHalfHisSkin"	"RavenLobster"	"Riddles"	"RightWrong"	"Robbers"	"Salt"	"SeaKingVasilisaWise"	"SecretBall"	"SelfPlayingGusla"	"SheepFoxWolf"	"ShemjakaJudge"	"SingingTreeTalkingBird"	"SisterAljonushkaBrotherIvanushka"	"SnottyGoat"	"SnowWhiteFox"	"SoldierAndKing"	"SoldiersRiddle"	"Sorcoress"	"SpeedyMessenger"	"Spider"	"StubbornWife"	"SunMoonRaven"	"TamingOfTheShrew"	"Tereshichka"	"ThreeKingdomsCopperSilverGolden"	"ThreeKingdoms"	"ThreePennies"	"Treasure-Trove"	"TwoIvans"	"TwoKindsLuck"	"TwoOutOfTheSack"	"TwoRivers"	"VasilisaBeautiful"	"VasilisaPriestsDaughter"	"WhiteDuck"	"WickedSisters"	"WiseLittleGirl"	"WiseMaidenSevenRobbers"	"WiseWife"	"WolfGoat"	"Wolf"	"WomansWay"
"priest s"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0892857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0.118623962040332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127959053103007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.240038406144983	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0356252226576416	0	0	0	0	0	0	0.41958041958042	0	0	0	0	0.260078023407022	0	0	0	0	0	0	0	0	0	0.337837837837838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.832177531206657	0	0	0	0	0.597609561752988	0	0	0	0	0.239425379090184	0	0	0	0	0	0	0	0	0	0	0	0	0	0.826446280991736
"river and"	0	0	0	0	0	0	0	0	0	0	0.281954887218045	0	0	0	0	0	0	0	0	0.029385836027035	0.0350754121360926	0	0	0	0	0	0	0	0	0.287769784172662	0	0.195407914020518	0	0	0	0	0.830367734282325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.342465753424658	0	0	0	0.0405350628293474	0	0	0	0	0	0	0	0	0	0.137362637362637	0	0	0	0	0	0	0	0.0712504453152832	0.0284819139846198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035498757543486	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28735632183908	0	0	0	0	0.518134715025907	0	0	0	0.0428816466552316	0	0	0	0	0	0
"see the"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.851581508515815	0	0	0	0	0	0	0.0350754121360926	0	0	0	0	0	0	0	0	0	0	0.0977039570102589	0	0.0516262261228704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0475134621476085	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0421585160202361	0	0	0.08058017727639	0.0796812749003984	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0593119810201661	0	0	0	0	0	0.0553403431101273	0	0.0597728631201435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0934579439252336	0	0	0	0	0	0.121506682867558	0	0	0	0	0	0	0.035498757543486	0	0	0	0	0.13869625520111	0	0	0	0.143266475644699	0	0	0	0	0	0	0	0	0	0	0.0255950857435372	0	0	0.128644939965695	0	0	0	0	0	0
"she did"	0	0	0	0	0	0	0.0488519785051295	0	0	0.153374233128834	0	0.132100396301189	0	0	0	0	0	0	0	0.029385836027035	0.0701508242721852	0	0	0	0	0	0	0	0	0	0	0.0488519785051295	0	0	0	0	0	0	0	0	0.120048019207683	0	0	0	0.0483558994197292	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142247510668563	0	0	0.0552486187845304	0	0	0	0	0	0	0	0.106269925611052	0	0	0	0	0	0	0	0	0	0.0421585160202361	0	0	0	0	0	0.14402304368699	0	0	0	0	0	0.0686813186813187	0	0	0	0.142857142857143	0	0	0	0	0	0.125628140703518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0562429696287964	0	0.0393236335037357	0.1230012300123	0	0	0	0	0	0	0	0	0.0277008310249307	0	0	0	0	0	0	0	0	0	0	0.13869625520111	0	0	0	0	0	0.102774922918808	0	0	0	0	0	0	0.167224080267559	0	0.0255950857435372	0	0	0	0	0.0741015190811412	0	0	0	0
"son in"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0995024875621891	0	0.136239782016349	0	0	0	0	0	0	0	0	0	0	0	0.193423597678917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0791891035793475	0.043859649122807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0405350628293474	0	0	0	0	0	0	0.0650336006936917	0	0	0	0	0	0	0	0	0.118623962040332	0	0.142500890630566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0459770114942529	0	0	0.0554016620498615	0	0.116144018583043	0	0	0	0	0	0	0	0	0	0	0	0	0.286532951289398	0	0.102774922918808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0316555872111428	0	0	0
"spend the"	0	0	0	0	0	0	0	0	0	0	0	0	0.08058017727639	0	0	0	0	0	0	0	0.0350754121360926	0.180831826401447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0249128051818635	0.0483558994197292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0415454923140839	0	0.0520291363163371	0	0	0	0	0	0	0	0	0	0	0.0296296296296296	0	0.0686813186813187	0	0	0	0	0	0	0.231749710312862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281293952180028	0	0	0	0.358851674641148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113507377979569	0	0	0.106382978723404	0	0.126103404791929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0836120401337793	0	0	0	0	0	0	0.148203038162282	0.0316555872111428	0	0	1.65289256198347
"that s"	0	0	0.970873786407767	0	0	0	0	0.175131348511384	0.0967117988394584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153846153846154	0.206611570247934	0	0.290697674418605	0	0	0	0.136239782016349	0	0	0	0	0	0	0	0	0	0	0.049825610363727	0	0	0	0.110132158590308	0	0	0	0	0.0778816199376947	0	0	0	0	0	0	0.656455142231947	0	0	0	0	0	0	0.0219298245614035	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0823723228995058	0	0	0.0796812749003984	0	0.0960153624579933	0	0	0	0	0	0.137362637362637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119617224880383	0	0	0	0	0	0	0	0	0	0.137551581843191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0630517023959647	0	0	0	0	0	0	0	0	0	0	0	0.0798084596967279	0.0213857998289136	0.106951871657754	0	0	0	0	0	0	0.171232876712329	0.0370507595405706	0.0316555872111428	0	0	0
"the ball"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0587716720540699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155945419103314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.220994475138122	0	0	0	0.095026924295217	0	0	0	0	0	0	0	0	0	0	0	0	0.017343045438779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0380662352493338	0	0	0	0	0	0	0	0	0	0	0	0.122399020807834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171159606332905	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126622348844571	0	0	0
"the champion"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168776371308017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124636476942252	0	0	0	0	0	0	0	0	0	0	0	0.0216778668978972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.478182904961148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.363558597091531	0	0	0	0	0	0	0	0	0	0	0	0	0
"the damp"	0.0766283524904215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0995024875621891	0.0488519785051295	0	0.0516262261228704	0	0	0	0	0	0	0	0	0	0.0249128051818635	0	0	0.0389863547758285	0	0	0	0	0	0	0.0639795265515035	0	0	0	0	0	0	0	0	0	0	0	0.0158378207158695	0	0	0	0	0	0	0	0	0	0	0	0	0.017343045438779	0.0421585160202361	0	0	0	0	0	0	0	0.0927213722763097	0.151745068285281	0	0	0	0	0	0	0	0.0999000999000999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110803324099723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0633111744222855	0.445765230312036	0	0
"the village"	0	0	0	0	0	0	0	1.0507880910683	0	0	0	0	0	0	0	0	0	1.25	0	0.029385836027035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242130750605327	0.118623962040332	0	0	0	0.240096038415366	0	0	0	0	0	0	0.220264317180617	0	0	0	0.396825396825397	0.155763239875389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0823723228995058	0	0	0.0796812749003984	0	0	0	0	0.0216778668978972	0	0	0	0	0	0	0	0	0	0	0.0712504453152832	0	0	0.383141762452107	0	0	0	0.13986013986014	0	0	0	0	0	0	0	0	0	0.543478260869565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213903743315508	0	0	0.0511901714870745	0	0	0	0	0	0	0	0	0
"thought the"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100150225338007	0	0.049825610363727	0	0	0	0	0	0	0	0	0.0778816199376947	0.0639795265515035	0.101112234580384	0	0	0	0	0	0	0	0	0	0	0.0158378207158695	0	0	0.0628930817610063	0	0	0	0	0	0	0	0	0	0	0	0.0823723228995058	0	0	0.159362549800797	0	0	0.218818380743982	0.0463606861381548	0	0	0	0	0	0	0.0928505106778087	0	0.04995004995005	0	0	0	0.0284819139846198	0	0	0	0	0	0	0	0.0518403317781234	0	0	0	0	0.520833333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277008310249307	0	0	0	0	0	0.035498757543486	0	0	0.0630517023959647	0	0	0	0	0	0	0	0	0	0	0	0.239425379090184	0	0.106951871657754	0	0	0	0	0.173761946133797	0	0.0856164383561644	0.0370507595405706	0	0	0	0
"to bring"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029385836027035	0.0350754121360926	0	0	0	0.252206809583859	0	0	0.148367952522255	0	0	0	0	0.136239782016349	0	0	0	0	0	0	0	0	0	0.106496272630458	0.0249128051818635	0	0	0	0	0	0	0	0	0	0	0.101112234580384	0	0.0935453695042095	0	0	0	0	0	0	0	0	0.095026924295217	0	0	0	0	0	0	0	0	0	0	0.0415454923140839	0	0	0	0	0	0	0	0	0	0	0	0	0.0296296296296296	0	0	0	0	0	0	0	0.0593119810201661	0.115874855156431	0.0356252226576416	0	0	0	0.0553403431101273	0	0	0	0	0	0	0	0.0650195058517555	0	0	0	0	0.181159420289855	0	0	0	0	0	0	0	0.0786472670074715	0	0	0	0	0	0	0	0.0593471810089021	0	0.0277008310249307	0	0	0	0.227014755959137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0836120401337793	0	0	0	0	0	0	0	0	0	0	0
"to town"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111731843575419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325732899022801	0	0	0	0	0	0	0	0.194931773879142	0	0	0	0	0	0	0	0	0	0	0	0	0.218818380743982	0	0	0	0	0	0	0	0.132978723404255	0	0	0.208333333333333	0	0	0	0	0	0	0	0.017343045438779	0	0	0	0	0.159362549800797	0	0.0480076812289966	0	0	0	0	0	0	0	0.0803858520900322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.328947368421053	0	0	0	0.222965440356745	0.266193433895297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0855431993156544	0.320855614973262	0	0	0	0	0	0	0	0	0	0	0	0.826446280991736
"what you"	0	0	0	0	0	0	0	0	0	0	0	0	0.040290088638195	0	0	0	0	0	0	0.0587716720540699	0.0350754121360926	0	0	0	0	0	0	0	0	0.143884892086331	0.298507462686567	0	0	0	0	0	0	0	0	0	0	0	0	0.0249128051818635	0.0483558994197292	0	0	0	0	0	0	0	0.155763239875389	0	0	0	0	0	0	0.218818380743982	0	0	0	0	0	0.0158378207158695	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021079258010118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0356252226576416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181159420289855	0	0	0	0.177462289263531	0	0	0	0	0	0.206185567010309	0	0.137551581843191	0	0	0	0	0	0	0	0	0	0	0.0645577792123951	0	0	0	0	0	0.13869625520111	0	0	0.775193798449612	0	0	0	0	0.0648929266709929	0	0	0.0641573994867408	0	0	0	0.0255950857435372	0	0	0	0	0	0.0633111744222855	0	0	0
"you must"	0	0	0	0	0	0	0	0	0	0	0	0	0.040290088638195	0	0	0	0	0	0	0.029385836027035	0.0350754121360926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0249128051818635	0.0967117988394584	0	0	0	0.0658761528326746	0	0	0	0	0	0	0	0	0	0	0.218818380743982	0	0	0	0	0	0.0158378207158695	0.0219298245614035	0	0	0	0	0	0	0	0	0	0	0	0.017343045438779	0.021079258010118	0	0	0	0	0	0.0480076812289966	0	0	0.0216778668978972	0.0296296296296296	0	0	0	0	0	0	0	0	0	0	0	0.125628140703518	0	0	0	0	0	0	0.0518403317781234	0	0	0.0650195058517555	0	0	0	0.164473684210526	0	0	0	0	0	0	0	0	0	0	0	0.0934579439252336	0	0	0.208768267223382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0641848523748395	0.0648929266709929	0	0	0	0.106951871657754	0	0	0.0767852572306117	0	0	0	0	0	0.0633111744222855	0	0	0
"young baldak"	0	0	0	0	0	0	0	0	0	0	0	0	1.24899274778405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"young man"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23508668821628	0.0701508242721852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0249128051818635	0.0967117988394584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.803858520900322	0	0	0	0	0	0.106875667972925	0	0.125628140703518	0	0	0.0713775874375446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277008310249307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14367816091954	0	0	0	0	0	0	0.0917431192660551	0	0	0	0	0	0	0	0
"again and"	0	0	0	0	0	0	0	0	0.0967117988394584	0	0.093984962406015	0	0	0	0	0	0	0	0	0	0.0701508242721852	0	0	0	0	0	0	0	0	0	0	0.0488519785051295	0	0	0	0	0	0	0	0	0	0	0	0.0249128051818635	0	0	0.0389863547758285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0158378207158695	0	0	0	0	0	0	0	0.28735632183908	0	0	0	0	0.0693721817551162	0.021079258010118	0.0823723228995058	0	0	0	0	0.0960153624579933	0	0	0.0216778668978972	0.0592592592592593	0.164744645799012	0	0	0	0.0928505106778087	0.142857142857143	0	0	0	0	0	0	0	0.0553403431101273	0	0	0	0	0.0518403317781234	0	0	0.0650195058517555	0	0	0	0	0	0	0.119617224880383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035498757543486	0	0	0	0	0	0.0405844155844156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0370507595405706	0	0	0	0
"ah my"	0	0	0	0	0	0	0.0977039570102589	0.175131348511384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116959064327485	0	0	0	0	0	0	0	0	0	0	0.169204737732657	0	0	0	0	0.0711743772241993	0	0	0.0158378207158695	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021079258010118	0	0	0	0	0	0	0	0	0.0650336006936917	0	0	0	0	0	0.0928505106778087	0	0	0	0	0	0.0284819139846198	0	0	0	0	0	0	0	0.0518403317781234	0	0	0.0650195058517555	0	0	0	0	0	0	0	0	0	0	0.0562429696287964	0.0380662352493338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23696682464455	0	0	0	0	0	0	0	0.0641848523748395	0	0	0	0.0641573994867408	0	0	0	0.0255950857435372	0	0	0	0.0856164383561644	0	0.0633111744222855	0	0	0
"ah you"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0881575080811049	0	0	0	0	0	0	0	0	0	0	0.0995024875621891	0.0488519785051295	0	0	0	0	0	0	0	0	0	0.0500751126690035	0	0.0249128051818635	0	0	0.0389863547758285	0	0	0	0	0	0.233644859813084	0.127959053103007	0	0	0	0.169204737732657	0	0	0	0	0	0	0	0	0.0219298245614035	0	0.0628930817610063	0	0	0	0	0	0	0	0	0.171232876712329	0.017343045438779	0	0	0	0	0	0	0.0480076812289966	0	0	0.0433557337957945	0	0	0.0686813186813187	0.163934426229508	0	0	0	0	0	0	0	0	0	0	0.0553403431101273	0	0	0	0	0	0	0	0	0	0	0.140646976090014	0.164473684210526	0	0	0	0	0	0.337837837837838	0	0.0761324704986677	0	0	0	0	0	0	0	0	0.0593471810089021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a loud"	0	0	0	0	0	0	0	0.175131348511384	0	0	0	0	0.16116035455278	0	0	0	0	0	0	0.029385836027035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325732899022801	0	0.120048019207683	0.100150225338007	0	0	0	0	0	0	0.0658761528326746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031675641431739	0.0657894736842105	0	0.125786163522013	0	0	0	0	0	0	0	0	0	0.017343045438779	0.021079258010118	0	0	0	0	0	0	0	0	0.0650336006936917	0	0	0	0.163934426229508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204918032786885	0	0	0	0	0	0.0761324704986677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0213857998289136	0	0.0836120401337793	0	0	0	0	0	0	0	0	0	0	0
"a piece"	0	0	0	0	0	0	0	0	0	0	0.093984962406015	0	0	0	0	0	0	0	0	0.029385836027035	0.0350754121360926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0249128051818635	0	0.25062656641604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.425079702444208	0	0	0	0	0	0.094876660341556	0	0	0	0	0	0	0.16116035455278	0	0	0	0.218818380743982	0	0.0433557337957945	0	0	0	0	0	0	0	0	0	0.231749710312862	0	0	0	0	0	0	0	0	0	0.0518403317781234	0	0	0	0	0	0.140646976090014	0	0	0	0	0	0	0	0	0	0	0	0	0.0934579439252336	0	0	0	0.183908045977011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0811688311688312	0	0	0	0	0	0	0.194678780012979	0	0	0	0	0	0	0.0255950857435372	0	0	0	0	0	0	0	0	0
"away and"	0	0	0	0	0	0	0	0	0.0967117988394584	0	0	0	0	0	0	0	0	0	0.0791139240506329	0	0	0.180831826401447	0	0	0.126103404791929	0	0	0	0	0	0	0.0488519785051295	0	0	0.591715976331361	0	0	0	0	0	0.120048019207683	0	0	0	0	0	0	0.110132158590308	0	0	0	0	0.0778816199376947	0.0639795265515035	0	0	0	0	0	0	0	0	0.0711743772241993	1.75438596491228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0216778668978972	0	0	0	0	0	0	0.142857142857143	0	0.0593119810201661	0	0.0356252226576416	0	0	0	0	0	0	0	0	0.103680663556247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0934579439252336	0	0	0	0.0459770114942529	0.118694362017804	0	0	0	0	0	0	0.0645577792123951	0.035498757543486	0	0	0	0	0	0	0.268096514745308	0	0	0	0	0	0	0	0	0	0.106951871657754	0	0	0	0	0.0868809730668983	0	0	0	0	0.148588410104012	0.699300699300699	0
"away the"	0	0	0	0	0	0	0.0488519785051295	0	0	0	0	0	0	0.24330900243309	0	0	0	0	0	0	0	0.361663652802893	0	0	0	0.153846153846154	0	0	0	0	0	0.0488519785051295	0	0	0	0	0	0	0	0	0.120048019207683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0405350628293474	0.08058017727639	0	0	0.0480076812289966	0	0	0	0	0	0.137362637362637	0	0	0	0	0.14985014985015	0.0593119810201661	0	0	0	0	0	0.0553403431101273	0	0	0	0	0.103680663556247	0	0	0	0	0	0.140646976090014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0593471810089021	0.0607533414337789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0427715996578272	0	0.0836120401337793	0	0	0	0	0.0428816466552316	0	0.111152278621712	0	0	0	0
"beautiful princess"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14030164854437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0500751126690035	0	0	0	0	0	0	0	0.0843881856540084	0	0	0	0.0639795265515035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.337268128161889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0380662352493338	0	0	0	0	0	0	0	0	0	0.121506682867558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0427715996578272	0	0	0	0	0	0.0868809730668983	0.0428816466552316	0	0	0	0	0	0
